"","region","gender","age","education","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515"
"263",2,1,1933,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2,2,1940,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2,2,1938,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2,1,1928,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"267",2,1,1962,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2,1,1937,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2,1,1938,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2,1,1930,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"271",2,2,1953,3,8,8,8,8,-3,5,1,5,5,5,4,3,8,8,8
"272",2,1,1936,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2,1,1967,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2,1,1989,4,3,4,2,4,5,4,1,4,5,4,5,3,3,4,5
"275",2,1,1971,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2,2,1972,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2,2,1952,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2,1,1950,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2,1,1930,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2,2,1942,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2,2,1962,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2,1,1938,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2,1,1938,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2,2,1942,3,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8
"285",2,2,1943,3,4,2,4,3,5,8,8,8,8,8,8,8,8,8,8
"286",2,2,1952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",1,2,1978,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",1,2,1927,1,8,8,8,3,4,8,4,8,8,8,8,3,8,8,4
"289",1,2,1933,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",1,2,1966,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",1,2,1990,9,5,3,5,4,5,5,4,1,4,1,5,1,4,3,5
"292",1,1,1962,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",1,2,1980,10,2,4,4,4,4,4,4,3,4,4,4,2,4,4,4
"294",1,2,1989,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",1,1,1982,13,4,1,4,4,4,2,4,2,4,2,4,2,4,3,4
"296",1,2,1984,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",1,2,1963,6,5,4,4,4,4,4,5,4,4,2,4,4,4,4,4
"298",1,2,1972,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",1,1,1980,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",1,1,1981,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",1,1,1958,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",1,2,1984,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",1,2,1969,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",1,2,1933,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",1,1,1991,6,5,1,5,4,4,4,5,1,5,1,5,1,5,1,5
"306",1,2,1985,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",1,1,1989,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",1,2,1959,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",1,2,1974,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",1,2,1955,6,5,1,5,2,5,1,5,1,5,1,3,1,5,2,5
"311",1,2,1946,8,2,4,5,4,4,4,5,2,4,5,3,4,4,2,5
"312",1,2,1953,3,3,4,4,4,4,2,4,3,5,3,5,1,4,2,4
"313",1,1,1914,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",1,2,1990,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",1,2,1944,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",1,2,1980,10,4,2,4,4,4,2,4,1,4,1,4,2,5,2,5
"317",1,1,1933,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",1,1,1959,7,4,4,4,4,4,4,4,2,4,2,2,2,4,4,2
"319",1,2,1937,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",1,1,1954,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",1,1,1963,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",1,1,1929,3,5,2,5,1,5,4,4,4,4,2,4,2,2,4,4
"323",1,2,1963,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",1,2,1972,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",1,2,1940,3,8,5,5,5,8,8,5,8,8,2,8,8,8,5,5
"326",1,2,1980,7,8,5,5,4,4,1,5,8,4,2,5,1,1,2,4
"327",1,1,1982,10,5,2,5,5,5,1,5,1,5,2,5,2,5,5,5
"328",1,2,1933,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",1,1,1960,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",1,1,1986,9,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4
"331",1,2,1964,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",1,2,1947,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",1,2,1937,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",1,1,1954,6,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4
"335",1,1,1944,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",1,1,1958,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",1,1,1969,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",1,1,1973,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",1,1,1985,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",1,1,1959,4,5,5,5,8,5,2,4,1,5,1,5,5,5,5,5
"341",1,1,1941,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",1,2,1936,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",1,2,1977,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",1,2,1944,6,8,2,5,5,4,2,4,1,1,1,4,2,5,1,5
"345",1,1,1954,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",1,2,1980,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",1,1,1953,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",1,2,1981,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",1,2,1986,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",1,2,1974,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",1,1,1955,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",1,1,1942,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",1,2,1978,10,2,1,5,4,4,4,4,2,5,2,5,1,5,1,5
"354",1,1,1979,11,4,1,5,4,5,4,4,2,4,2,4,2,2,4,4
"355",1,1,1982,10,5,1,5,4,5,2,5,3,4,2,5,2,4,3,5
"356",1,1,1981,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",1,2,1972,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",1,1,1926,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",1,2,1934,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",1,2,1961,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",1,2,1980,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",1,2,1980,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",1,1,1976,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",1,2,1984,10,4,3,3,2,3,4,4,4,4,4,3,3,4,4,5
"365",1,2,1979,12,4,2,4,4,4,2,5,1,5,2,5,1,5,4,5
"366",1,2,1974,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",1,1,1983,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",1,2,1952,3,3,5,4,5,4,3,5,2,3,3,3,3,4,5,4
"369",1,1,1979,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",1,2,1959,6,5,1,5,5,5,5,5,4,5,1,5,5,5,5,5
"371",1,1,1990,6,4,1,4,5,5,1,5,1,5,1,2,1,4,2,4
"372",1,1,1946,12,4,2,4,4,4,4,4,2,4,2,4,2,4,4,4
"373",1,2,1981,6,2,2,4,4,4,2,5,2,4,2,2,2,4,2,4
"374",1,2,1967,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",1,1,1992,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",1,2,1989,12,3,1,4,4,5,5,5,1,5,2,4,4,5,5,5
"377",1,1,1976,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",1,2,1978,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",1,1,1972,11,4,2,4,4,3,2,4,1,4,3,4,2,4,2,4
"380",1,2,1978,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",1,2,1990,7,5,2,5,4,5,3,5,1,4,1,3,2,4,3,5
"382",1,2,1973,9,4,2,4,5,4,4,5,2,5,1,4,1,4,4,4
"383",1,1,1957,6,5,5,5,5,8,5,5,5,5,5,5,4,8,8,5
"384",1,1,1980,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",1,1,1976,12,5,5,5,5,5,1,5,1,1,1,1,1,5,1,1
"386",1,2,1990,10,4,2,4,3,3,4,2,3,4,3,3,2,2,4,3
"387",1,2,1979,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",1,2,1953,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",1,2,1965,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",1,1,1979,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",1,1,1987,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",1,2,1951,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",1,1,1962,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",1,2,1973,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",1,2,1970,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",1,1,1961,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",1,2,1978,4,2,5,2,4,2,4,5,4,4,1,1,2,2,2,2
"398",1,2,1971,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",1,2,1961,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",1,1,1954,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",1,1,1955,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",1,2,1966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",1,2,1955,3,3,2,4,3,4,2,4,2,8,3,4,8,4,2,8
"404",1,1,1985,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",1,2,1957,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",1,2,1952,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",1,2,1985,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",1,1,1968,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",1,1,1985,5,2,4,2,4,4,2,2,4,4,4,4,2,2,2,4
"410",1,1,1955,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",1,1,1952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",1,1,1989,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",1,1,1945,9,4,3,4,4,3,2,4,3,4,2,5,3,4,4,4
"414",1,1,1985,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",1,1,1970,7,3,4,4,4,4,3,3,3,4,4,3,3,3,4,3
"416",1,2,1968,4,4,1,4,2,4,8,4,2,4,2,4,2,4,8,4
"417",1,2,1969,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",1,1,1960,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",1,2,1988,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",1,2,1959,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",1,1,1989,12,4,2,4,3,4,1,1,1,5,5,4,1,4,3,2
"422",1,2,1948,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",1,2,1980,12,8,2,4,4,4,3,4,2,5,2,4,3,3,2,4
"424",1,2,1959,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",1,1,1957,7,8,2,5,5,5,5,5,8,5,2,8,1,1,1,2
"426",1,1,1958,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",1,2,1951,6,8,2,3,4,4,5,4,2,4,2,5,2,4,4,4
"428",1,1,1975,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",1,2,1986,11,3,4,5,4,5,2,3,1,3,1,5,3,5,4,5
"430",1,1,1992,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",1,1,1968,9,2,2,4,3,5,2,5,2,5,2,5,2,5,5,5
"432",1,1,1963,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",1,2,1964,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",1,2,1989,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",1,2,1987,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",1,1,1952,4,4,4,4,4,2,3,3,4,4,4,3,3,3,2,4
"437",1,2,1947,3,2,4,4,8,3,8,5,8,8,8,4,4,2,8,8
"438",1,2,1965,4,5,1,5,5,5,2,5,1,5,1,5,1,5,5,5
"439",1,2,1963,6,3,3,3,3,3,4,3,4,3,3,3,3,2,3,3
"440",1,2,1928,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",1,1,1929,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",1,2,1934,3,8,1,3,3,3,3,3,4,3,2,3,2,3,4,3
"443",1,1,1965,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",1,1,1970,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",1,2,1989,10,4,1,4,3,4,4,4,2,4,2,2,1,5,3,4
"446",1,1,1935,NA,5,5,4,5,4,2,4,2,2,1,2,4,4,4,4
"447",1,1,1991,6,4,2,4,3,4,2,5,1,4,1,4,2,4,3,4
"448",1,1,1932,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",1,1,1945,3,3,3,2,3,3,3,4,3,2,3,3,4,3,1,3
"450",1,1,1958,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",1,2,1956,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",1,1,1964,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",1,2,1954,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",1,1,1964,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",1,1,1987,9,4,1,5,2,4,1,5,5,5,1,5,1,1,1,4
"456",1,1,1961,6,4,4,5,4,4,3,4,2,4,2,3,4,4,2,4
"457",1,1,1941,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",1,2,1962,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",1,2,1987,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",1,2,1964,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",1,2,1951,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",1,2,1961,10,4,3,4,4,4,2,4,2,4,2,4,3,4,4,4
"463",1,1,1987,12,4,2,4,4,4,4,5,1,5,2,5,1,5,2,4
"464",1,2,1977,4,5,1,5,5,5,4,5,4,5,1,5,5,5,4,4
"465",1,2,1958,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",1,1,1952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",1,2,1948,3,4,2,5,5,5,5,5,2,5,1,5,1,5,5,5
"468",1,2,1980,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",1,1,1949,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",1,2,1974,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",1,2,1945,3,5,3,5,5,5,5,5,5,5,2,5,5,4,8,5
"472",1,2,1957,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",1,1,1969,4,5,2,5,4,5,4,5,4,4,2,5,2,4,4,5
"474",1,2,1952,3,5,2,4,4,4,4,4,2,5,1,4,2,5,5,5
"475",1,2,1952,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",1,1,1949,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",1,1,1971,4,5,2,5,2,5,5,5,2,5,5,4,5,5,4,4
"478",1,1,1958,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",1,1,1963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",1,1,1949,4,4,8,5,8,5,2,5,4,4,2,4,2,5,3,5
"481",1,2,1975,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",1,2,1947,3,5,2,5,4,5,2,5,4,8,2,5,5,5,8,5
"483",1,2,1931,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",1,2,1956,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",1,1,1966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",1,2,1970,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",1,1,1958,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",1,2,1972,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",1,2,1988,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",1,1,1982,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",1,2,1972,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",1,2,1980,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",1,2,1952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",1,2,1951,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",1,1,1932,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",1,1,1963,7,5,4,4,5,5,5,5,2,5,1,5,5,5,5,5
"497",1,1,1969,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",1,2,1967,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",1,2,1987,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",1,2,1938,7,4,4,4,4,2,4,5,4,4,3,4,4,4,4,4
"501",1,1,1972,7,2,4,4,5,4,4,4,2,2,8,2,2,4,2,4
"502",1,1,1928,1,8,-3,4,3,4,3,4,3,3,3,3,2,3,3,3
"503",1,1,1976,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",1,2,1982,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",1,2,1981,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",1,1,1968,6,5,1,4,2,5,2,5,2,5,3,3,4,3,4,8
"507",1,2,1961,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",1,1,1981,4,3,3,4,2,5,3,5,3,3,2,3,2,4,3,3
"509",1,2,1958,4,3,2,4,3,2,4,4,4,4,4,2,4,2,2,2
"510",1,1,1943,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",1,1,1983,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",1,1,1929,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",1,1,1963,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",1,2,1957,3,4,4,4,2,5,1,4,1,5,1,8,4,5,4,4
"515",1,1,1974,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",1,1,1991,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",1,1,1970,3,5,5,3,4,2,3,4,4,4,4,4,4,4,4,4
"518",1,2,1972,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",1,2,1969,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",1,2,1972,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",1,2,1974,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",1,1,1978,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",1,1,1959,6,8,5,5,4,5,5,5,2,4,2,3,3,3,4,4
"524",1,1,1949,3,8,4,4,4,2,1,4,1,5,2,8,8,4,4,4
"525",1,2,1924,1,3,2,8,8,8,8,4,8,4,8,8,2,8,8,8
"526",1,1,1973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",1,1,1968,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",1,2,1958,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",1,1,1968,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
